Dates,SMA Values
2025-06-06,576.3507
2025-06-05,576.1271
2025-06-04,575.9416
2025-06-03,575.7113
2025-06-02,575.5026
2025-05-30,575.3014
2025-05-29,575.1219
2025-05-28,574.9120
2025-05-27,574.7078
2025-05-23,574.4386
2025-05-22,574.2226
2025-05-21,573.9415
2025-05-20,573.6602
2025-05-19,573.3158
2025-05-16,572.9003
2025-05-15,572.5057
2025-05-14,572.1062
2025-05-13,571.8002
2025-05-12,571.5494
2025-05-09,571.3580
2025-05-08,571.2174
2025-05-07,571.0872
2025-05-06,570.9755
2025-05-05,570.8451
2025-05-02,570.7049
2025-05-01,570.6118
2025-04-30,570.5656
2025-04-29,570.5109
2025-04-28,570.4759
2025-04-25,570.4804
2025-04-24,570.5263
2025-04-23,570.5755
2025-04-22,570.6746
2025-04-21,570.7978
2025-04-17,571.0142
2025-04-16,571.1384
2025-04-15,571.2637
2025-04-14,571.3245
2025-04-11,571.3613
2025-04-10,571.4123
2025-04-09,571.4926
2025-04-08,571.4440
2025-04-07,571.6736
2025-04-04,571.8584
2025-04-03,572.0351
2025-04-02,572.0401
2025-04-01,571.9114
2025-03-31,571.8046
2025-03-28,571.7134
2025-03-27,571.6344
2025-03-26,571.4749
2025-03-25,571.3059
2025-03-24,571.0963
2025-03-21,570.8714
2025-03-20,570.6917
2025-03-19,570.5046
2025-03-18,570.3125
2025-03-17,570.1516
2025-03-14,569.9276
2025-03-13,569.7228
2025-03-12,569.5740
2025-03-11,569.3630
2025-03-10,569.1849
2025-03-07,569.0016
2025-03-06,568.7381
2025-03-05,568.4733
2025-03-04,568.1753
2025-03-03,567.9166
2025-02-28,567.6161
2025-02-27,567.2593
2025-02-26,566.9452
2025-02-25,566.5882
2025-02-24,566.1999
2025-02-21,565.7843
2025-02-20,565.3544
2025-02-19,564.8678
2025-02-18,564.3530
2025-02-14,563.8453
2025-02-13,563.3439
2025-02-12,562.8156
2025-02-11,562.2881
2025-02-10,561.7270
2025-02-07,561.1765
2025-02-06,560.6878
2025-02-05,560.1615
2025-02-04,559.6219
2025-02-03,559.1044
2025-01-31,558.6087
2025-01-30,558.0623
2025-01-29,557.4762
2025-01-28,556.9288
2025-01-27,556.3728
2025-01-24,555.8581
2025-01-23,555.3042
2025-01-22,554.7735
2025-01-21,554.2960
2025-01-17,553.8162
2025-01-16,553.3907
2025-01-15,552.9925
2025-01-14,552.5870
2025-01-13,552.2085
2025-01-10,551.8662
2025-01-08,551.5256
2025-01-07,551.1558
2025-01-06,550.7950
2025-01-03,550.4003
2025-01-02,550.0010
2024-12-31,549.6439
2024-12-30,549.2868
2024-12-27,548.9237
2024-12-26,548.5172
2024-12-24,548.0541
2024-12-23,547.5769
2024-12-20,547.1181
2024-12-19,546.6951
2024-12-18,546.3131
2024-12-17,545.9343
2024-12-16,545.4359
2024-12-13,544.9270
2024-12-12,544.4468
2024-12-11,543.9405
2024-12-10,543.4053
2024-12-09,542.9196
2024-12-06,542.4272
2024-12-05,541.8947
2024-12-04,541.3589
2024-12-03,540.8214
2024-12-02,540.2982
2024-11-29,539.7859
