Dates,SMA Values
1999-12-13,88.7168
1999-12-14,88.8263
1999-12-15,88.9721
1999-12-16,89.112
1999-12-17,89.2493
1999-12-20,89.3364
1999-12-21,89.4665
1999-12-22,89.6319
1999-12-23,89.8245
1999-12-27,89.9963
1999-12-28,90.1397
1999-12-29,90.2895
1999-12-30,90.4108
1999-12-31,90.5292
2000-01-03,90.5961
2000-01-04,90.5452
2000-01-05,90.5003
2000-01-06,90.4341
2000-01-07,90.5214
2000-01-10,90.6306
2000-01-11,90.7132
2000-01-12,90.8004
2000-01-13,90.9048
2000-01-14,91.0331
2000-01-18,91.0822
2000-01-19,91.1788
2000-01-20,91.2522
2000-01-21,91.3382
2000-01-24,91.323
2000-01-25,91.3316
2000-01-26,91.3111
2000-01-27,91.3078
2000-01-28,91.196
2000-01-31,91.1491
2000-02-01,91.112
2000-02-02,91.0995
2000-02-03,91.0863
2000-02-04,91.0525
2000-02-07,90.9656
2000-02-08,90.9239
2000-02-09,90.8201
2000-02-10,90.7089
2000-02-11,90.5406
2000-02-14,90.3846
2000-02-15,90.2923
2000-02-16,90.2764
2000-02-17,90.24
2000-02-18,90.1885
2000-02-22,89.9603
2000-02-23,89.7553
2000-02-24,89.5291
2000-02-25,89.3231
2000-02-28,89.1352
2000-02-29,88.9335
2000-03-01,88.7774
2000-03-02,88.5982
2000-03-03,88.5215
2000-03-06,88.4223
2000-03-07,88.3525
2000-03-08,88.2454
2000-03-09,88.2467
2000-03-10,88.244
2000-03-13,88.3016
2000-03-14,88.2394
2000-03-15,88.2156
2000-03-16,88.3274
2000-03-17,88.4146
2000-03-20,88.4985
2000-03-21,88.6506
2000-03-22,88.781
2000-03-23,89.0299
2000-03-24,89.292
2000-03-27,89.5806
2000-03-28,89.8333
2000-03-29,90.056
2000-03-30,90.269
2000-03-31,90.533
2000-04-03,90.8783
2000-04-04,91.2071
2000-04-05,91.4823
2000-04-06,91.8431
2000-04-07,92.2345
2000-04-10,92.5541
2000-04-11,92.8365
2000-04-12,93.0104
2000-04-13,93.1391
2000-04-14,93.0379
2000-04-17,93.0666
2000-04-18,93.2314
2000-04-19,93.3713
2000-04-20,93.4411
2000-04-24,93.4937
2000-04-25,93.704
2000-04-26,93.9205
2000-04-27,94.0592
2000-04-28,94.0405
2000-05-01,94.0432
2000-05-02,93.9994
2000-05-03,93.8204
2000-05-04,93.6447
2000-05-05,93.4511
2000-05-08,93.2154
2000-05-09,92.9899
2000-05-10,92.7155
2000-05-11,92.5046
2000-05-12,92.38
2000-05-15,92.2719
2000-05-16,92.1751
2000-05-17,92.0697
2000-05-18,91.9463
2000-05-19,91.7478
2000-05-22,91.5064
2000-05-23,91.2339
2000-05-24,91.0184
2000-05-25,90.8394
2000-05-26,90.7068
2000-05-30,90.8447
2000-05-31,90.8885
2000-06-01,90.9064
2000-06-02,91.0065
