Dates,SMA Values
2025-06-06,561.3453
2025-06-05,560.5760
2025-06-04,559.8631
2025-06-03,559.0511
2025-06-02,558.1527
2025-05-30,557.5831
2025-05-29,557.1209
2025-05-28,556.7967
2025-05-27,556.4933
2025-05-23,555.8896
2025-05-22,555.5492
2025-05-21,555.1568
2025-05-20,554.6341
2025-05-19,554.0252
2025-05-16,553.2757
2025-05-15,552.2883
2025-05-14,551.5491
2025-05-13,550.8083
2025-05-12,550.1874
2025-05-09,549.9919
2025-05-08,550.1398
2025-05-07,550.5009
2025-05-06,550.8116
2025-05-05,551.3276
2025-05-02,551.9696
2025-05-01,552.3371
2025-04-30,553.0990
2025-04-29,553.9417
2025-04-28,554.8550
2025-04-25,555.9059
2025-04-24,557.1928
2025-04-23,558.6240
2025-04-22,560.2737
2025-04-21,562.0653
2025-04-17,564.1547
2025-04-16,565.8245
2025-04-15,567.5542
2025-04-14,569.0081
2025-04-11,570.3381
2025-04-10,571.9062
2025-04-09,573.6357
2025-04-08,574.7770
2025-04-07,576.9880
2025-04-04,579.1133
2025-04-03,581.2899
2025-04-02,582.6967
2025-04-01,583.5453
2025-03-31,584.3587
2025-03-28,585.3978
2025-03-27,586.5592
2025-03-26,587.3934
2025-03-25,588.1190
2025-03-24,588.5708
2025-03-21,588.9216
2025-03-20,589.5221
2025-03-19,589.8921
2025-03-18,590.2081
2025-03-17,590.6394
2025-03-14,591.1344
2025-03-13,591.7064
2025-03-12,592.6800
2025-03-11,593.4129
2025-03-10,594.0492
2025-03-07,594.6142
2025-03-06,594.8867
2025-03-05,595.3807
2025-03-04,595.7857
2025-03-03,596.3272
2025-02-28,596.5692
2025-02-27,596.5020
2025-02-26,596.4823
2025-02-25,596.2562
2025-02-24,596.4345
2025-02-21,596.6022
2025-02-20,596.6524
2025-02-19,596.4740
2025-02-18,596.3082
2025-02-14,596.0715
2025-02-13,595.9158
2025-02-12,595.8287
2025-02-11,595.8572
2025-02-10,595.8647
2025-02-07,595.7995
2025-02-06,595.8186
2025-02-05,595.6908
2025-02-04,595.5274
2025-02-03,595.4583
2025-01-31,595.4091
2025-01-30,595.2256
2025-01-29,594.9301
2025-01-28,594.6361
2025-01-27,594.2777
2025-01-24,593.9860
2025-01-23,593.4507
2025-01-22,593.0437
2025-01-21,592.7950
2025-01-17,592.6149
2025-01-16,592.5971
2025-01-15,592.6983
2025-01-14,592.7172
2025-01-13,592.8699
2025-01-10,592.7237
2025-01-08,592.4452
2025-01-07,591.9945
2025-01-06,591.5099
2025-01-03,591.1272
2025-01-02,590.8589
2024-12-31,590.7319
2024-12-30,590.5334
2024-12-27,590.2919
2024-12-26,589.8724
2024-12-24,589.4303
2024-12-23,588.9959
2024-12-20,588.7293
2024-12-19,588.4915
2024-12-18,588.4076
2024-12-17,588.2641
2024-12-16,587.8231
2024-12-13,587.2222
2024-12-12,586.6022
2024-12-11,586.0018
2024-12-10,585.2446
2024-12-09,584.4717
2024-12-06,583.7717
2024-12-05,582.8886
2024-12-04,582.0539
2024-12-03,581.1918
2024-12-02,580.5260
2024-11-29,579.8159
2024-11-27,579.1479
2024-11-26,578.5121
2024-11-25,577.8640
2024-11-22,577.2488
2024-11-21,576.6469
2024-11-20,576.1072
2024-11-19,575.4266
2024-11-18,574.7873
2024-11-15,574.1903
2024-11-14,573.6281
2024-11-13,572.8337
2024-11-12,571.8518
2024-11-11,570.7523
2024-11-08,569.5593
2024-11-07,568.2458
2024-11-06,567.1928
2024-11-05,566.2703
2024-11-04,565.6893
2024-11-01,565.5158
2024-10-31,565.1978
2024-10-30,564.9318
2024-10-29,564.4864
2024-10-28,563.9852
