Dates,SMA Values
2025-05-30,566.5781
2025-05-29,566.7661
2025-05-28,566.9393
2025-05-27,567.0891
2025-05-23,567.2672
2025-05-22,567.5778
2025-05-21,567.8030
2025-05-20,567.9779
2025-05-19,568.0734
2025-05-16,568.1851
2025-05-15,568.2625
2025-05-14,568.4258
2025-05-13,568.5590
2025-05-12,568.8164
2025-05-09,569.1488
2025-05-08,569.6859
2025-05-07,570.1684
2025-05-06,570.6302
2025-05-05,571.0444
2025-05-02,571.4110
2025-05-01,571.5935
2025-04-30,571.8758
2025-04-29,572.1986
2025-04-28,572.6440
2025-04-25,573.1242
2025-04-24,573.6967
2025-04-23,574.2765
2025-04-22,574.9094
2025-04-21,575.6704
2025-04-17,576.6381
2025-04-16,577.5290
2025-04-15,578.5140
2025-04-14,579.3392
2025-04-11,580.0563
2025-04-10,580.7955
2025-04-09,581.5665
2025-04-08,582.0194
2025-04-07,583.4061
2025-04-04,584.7206
2025-04-03,585.9889
2025-04-02,586.8399
2025-04-01,587.3613
2025-03-31,587.8684
2025-03-28,588.4215
2025-03-27,589.0658
2025-03-26,589.5425
2025-03-25,590.0124
2025-03-24,590.3410
2025-03-21,590.6843
2025-03-20,591.1479
2025-03-19,591.5647
2025-03-18,591.9839
2025-03-17,592.4429
2025-03-14,592.7937
2025-03-13,593.1777
2025-03-12,593.6712
2025-03-11,594.0630
2025-03-10,594.4656
2025-03-07,594.7744
2025-03-06,594.9799
2025-03-05,595.2790
2025-03-04,595.4367
2025-03-03,595.7015
2025-02-28,595.8668
2025-02-27,595.8596
2025-02-26,595.9132
2025-02-25,595.6506
2025-02-24,595.3008
2025-02-21,594.9277
2025-02-20,594.4866
2025-02-19,594.0573
2025-02-18,593.6175
2025-02-14,593.1843
2025-02-13,592.7512
2025-02-12,592.3204
2025-02-11,591.9577
2025-02-10,591.6396
2025-02-07,591.3318
2025-02-06,591.0910
2025-02-05,590.7467
2025-02-04,590.4297
2025-02-03,590.1117
2025-01-31,589.9071
2025-01-30,589.5860
2025-01-29,589.1763
2025-01-28,588.8229
2025-01-27,588.3809
2025-01-24,587.9362
2025-01-23,587.4458
2025-01-22,586.8634
2025-01-21,586.3388
2025-01-17,585.8561
2025-01-16,585.5141
2025-01-15,585.2208
2025-01-14,584.9234
2025-01-13,584.7368
2025-01-10,584.5775
2025-01-08,584.4085
2025-01-07,584.1011
2025-01-06,583.8182
2025-01-03,583.3192
2025-01-02,582.8877
2024-12-31,582.5502
2024-12-30,582.1827
2024-12-27,581.7482
2024-12-26,581.1617
2024-12-24,580.4167
2024-12-23,579.6407
2024-12-20,578.8728
2024-12-19,578.2741
2024-12-18,577.7860
2024-12-17,577.3105
2024-12-16,576.7495
2024-12-13,576.0851
2024-12-12,575.4542
2024-12-11,574.8647
2024-12-10,574.2236
2024-12-09,573.6620
2024-12-06,572.9973
2024-12-05,572.3493
2024-12-04,571.6912
2024-12-03,571.0319
2024-12-02,570.3522
2024-11-29,569.6599
2024-11-27,568.8588
2024-11-26,568.0844
2024-11-25,567.1700
2024-11-22,566.2933
2024-11-21,565.4124
2024-11-20,564.3975
2024-11-19,563.4707
2024-11-18,562.4836
2024-11-15,561.7300
2024-11-14,561.1416
2024-11-13,560.5557
2024-11-12,559.8024
2024-11-11,559.0895
2024-11-08,558.3477
2024-11-07,557.5338
2024-11-06,556.7914
2024-11-05,556.2752
2024-11-04,555.9606
2024-11-01,555.6625
2024-10-31,555.3965
2024-10-30,555.2189
2024-10-29,554.9953
2024-10-28,554.7043
2024-10-25,554.4055
2024-10-24,554.0840
2024-10-23,553.8238
2024-10-22,553.5075
2024-10-21,553.1135
2024-10-18,552.7069
2024-10-17,552.2455
2024-10-16,551.7815
2024-10-15,551.2697
2024-10-14,550.7765
2024-10-11,550.2515
2024-10-10,549.7780
2024-10-09,549.3411
2024-10-08,548.8634
2024-10-07,548.4615
2024-10-04,548.1405
2024-10-03,547.7704
2024-10-02,547.4504
2024-10-01,547.0598
2024-09-30,546.6680
2024-09-27,546.1937
2024-09-26,545.6917
2024-09-25,545.1617
2024-09-24,544.6400
2024-09-23,544.1101
2024-09-20,543.6019
2024-09-19,543.0299
2024-09-18,542.4371
2024-09-17,541.9652
2024-09-16,541.4085
