Dates,SMA Values
2000-05-12,90.5242
2000-05-15,90.5732
2000-05-16,90.6333
2000-05-17,90.682
2000-05-18,90.7175
2000-05-19,90.736
2000-05-22,90.7489
2000-05-23,90.7582
2000-05-24,90.7734
2000-05-25,90.7735
2000-05-26,90.7685
2000-05-30,90.7832
2000-05-31,90.7939
2000-06-01,90.8145
2000-06-02,90.8425
2000-06-05,90.8676
2000-06-06,90.8898
2000-06-07,90.9226
2000-06-08,90.9492
2000-06-09,90.9768
2000-06-12,90.9986
2000-06-13,91.0411
2000-06-14,91.0794
2000-06-15,91.1153
2000-06-16,91.1332
2000-06-19,91.165
2000-06-20,91.1998
2000-06-21,91.2384
2000-06-22,91.2633
2000-06-23,91.28
2000-06-26,91.3043
2000-06-27,91.33
2000-06-28,91.354
2000-06-29,91.3687
2000-06-30,91.3843
2000-07-03,91.4141
2000-07-05,91.4213
2000-07-06,91.432
2000-07-07,91.443
2000-07-10,91.4537
2000-07-11,91.4664
2000-07-12,91.4807
2000-07-13,91.4989
2000-07-14,91.523
2000-07-17,91.5527
2000-07-18,91.6032
2000-07-19,91.6469
2000-07-20,91.7109
2000-07-21,91.7235
2000-07-24,91.7296
2000-07-25,91.7463
2000-07-26,91.7629
2000-07-27,91.768
2000-07-28,91.7483
2000-07-31,91.7384
2000-08-01,91.727
2000-08-02,91.7296
2000-08-03,91.7384
2000-08-04,91.7702
2000-08-07,91.8027
2000-08-08,91.8431
2000-08-09,91.8804
2000-08-10,91.9347
2000-08-11,91.975
2000-08-14,92.0177
2000-08-15,92.0592
2000-08-16,92.0882
2000-08-17,92.1274
2000-08-18,92.1652
2000-08-21,92.1978
2000-08-22,92.2435
2000-08-23,92.2906
2000-08-24,92.3535
2000-08-25,92.4122
2000-08-28,92.466
2000-08-29,92.5297
2000-08-30,92.5899
2000-08-31,92.6735
2000-09-01,92.7594
2000-09-05,92.8322
2000-09-06,92.9097
2000-09-07,92.9955
2000-09-08,93.0634
2000-09-11,93.124
2000-09-12,93.1747
2000-09-13,93.2269
2000-09-14,93.2704
2000-09-15,93.3049
2000-09-18,93.3458
2000-09-19,93.3937
2000-09-20,93.4177
2000-09-21,93.4348
2000-09-22,93.4714
2000-09-25,93.5123
2000-09-26,93.5295
2000-09-27,93.5196
2000-09-28,93.5138
2000-09-29,93.5051
2000-10-02,93.4833
2000-10-03,93.4508
2000-10-04,93.4119
2000-10-05,93.371
2000-10-06,93.323
2000-10-09,93.2742
2000-10-10,93.2136
2000-10-11,93.1594
2000-10-12,93.0812
2000-10-13,93.0199
2000-10-16,92.9668
2000-10-17,92.9019
2000-10-18,92.8285
2000-10-19,92.7746
2000-10-20,92.7263
2000-10-23,92.683
2000-10-24,92.6547
2000-10-25,92.6205
2000-10-26,92.6269
2000-10-27,92.6233
2000-10-30,92.608
2000-10-31,92.6105
2000-11-01,92.6075
2000-11-02,92.613
2000-11-03,92.591
2000-11-06,92.5816
2000-11-07,92.5743
2000-11-08,92.5562
2000-11-09,92.5264
2000-11-10,92.4942
2000-11-13,92.4729
2000-11-14,92.4635
2000-11-15,92.448
2000-11-16,92.4273
2000-11-17,92.4085
2000-11-20,92.3954
2000-11-21,92.3707
2000-11-22,92.3235
2000-11-24,92.2774
2000-11-27,92.2303
2000-11-28,92.1794
2000-11-29,92.1357
2000-11-30,92.0971
2000-12-01,92.0632
2000-12-04,92.0443
2000-12-05,92.0356
2000-12-06,92.0278
2000-12-07,92.0104
2000-12-08,91.9733
2000-12-11,91.9568
2000-12-12,91.9257
2000-12-13,91.8737
2000-12-14,91.8169
2000-12-15,91.7488
2000-12-18,91.6843
2000-12-19,91.6096
2000-12-20,91.5185
2000-12-21,91.4397
2000-12-22,91.3662
2000-12-26,91.2981
2000-12-27,91.2333
2000-12-28,91.176
2000-12-29,91.0979
2001-01-02,91.011
2001-01-03,90.9538
2001-01-04,90.9003
2001-01-05,90.832
