Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
11/17/2004,80.61525913645266,81.13966124403638,80.41094365788535,80.75827789,54494000,17,2,47,11,2004
11/18/2004,80.72422976758233,80.90811475157655,80.51991946931625,80.86724853515625,31854300,18,3,47,11,2004
11/19/2004,80.83998261604557,80.85360641621041,79.77755483,79.96824645996094,54276500,19,4,47,11,2004
11/22/2004,79.79797510883205,80.44497043890131,79.7026293,80.34962463378906,37560200,22,0,48,11,2004
11/23/2004,80.31554077909232,80.54028660670753,79.93415769898513,80.47218322753906,41968800,23,1,48,11,2004
11/24/2004,80.54712895005514,80.76506298,80.39730352796776,80.66291046142578,29724800,24,2,48,11,2004
11/26/2004,80.71057788,81.03066959813607,80.56755917200815,80.60160827636719,15487700,26,4,48,11,2004
11/29/2004,80.90128983449787,81.05112048003093,80.00912305822483,80.23386383,61460800,29,0,49,11,2004
11/30/2004,80.36327593,80.52672520545515,80.11809941788613,80.28836059570312,53685200,30,1,49,11,2004
12/1/2004,80.47222554,81.38482273320189,80.43135933562978,81.20094299316406,49898300,1,2,49,12,2004
12/2/2004,81.11238521518845,81.63679230137967,81.05109371459682,81.26902770996094,60163500,2,3,49,12,2004
12/3/2004,81.25540720566373,81.82067532,81.10557660353672,81.21454620361328,49067900,3,4,49,12,2004
12/6/2004,81.18730926513672,81.48015859009705,80.93532094,81.18730926513672,33030500,6,0,50,12,2004
12/7/2004,81.37800982294053,81.46654893767553,80.39049732811384,80.43135833740234,52047200,7,1,50,12,2004
12/8/2004,80.50625339903357,80.92169087548118,80.37004660503204,80.90126037597656,43895100,8,2,50,12,2004
12/9/2004,80.45859190246198,81.35757037974257,80.17936637640595,81.18730926513672,60922800,9,3,50,12,2004
12/10/2004,80.98979701804888,81.42566501,80.94212411893662,81.26902770996094,47828600,10,4,50,12,2004
12/13/2004,81.56191066564597,81.99777883626604,81.28267985848956,81.97734832763672,38541000,13,0,51,12,2004
12/14/2004,81.84795190648869,82.37916593888092,81.84795190648869,82.26338958740234,41500700,14,1,51,12,2004
12/15/2004,82.20207303113968,82.48130378364917,81.93646607902245,82.32466125488281,46699200,15,2,51,12,2004
12/16/2004,82.21569365693082,82.56983451409351,81.75258318466749,82.27698516845703,51641800,16,3,51,12,2004
12/17/2004,81.74190102,82.09087593971826,81.53662564,81.72821807861328,70761900,17,4,51,12,2004
12/20/2004,81.94030299,82.30980477383129,81.54343012327277,81.74871063232422,47187400,20,0,52,12,2004
12/21/2004,81.83770559246507,82.43985928342121,81.74190936354076,82.37827301,33094200,21,1,52,12,2004
12/22/2004,82.37144054590634,82.85042697857158,82.31670356,82.57672119140625,31500700,22,2,52,12,2004
12/23/2004,82.70672075763197,82.98726536439084,82.56302641458431,82.63829040527344,25646100,23,3,52,12,2004
12/27/2004,82.93249930432856,83.04198366019239,82.37824910914686,82.46720123291016,29944100,27,0,53,12,2004
12/28/2004,82.54932893667241,83.02147116802954,82.52195784291958,82.91883087158203,23422900,28,1,53,12,2004
12/29/2004,82.85041498915011,83.06937854309504,82.76145761940494,83.04200744628906,22650600,29,2,53,12,2004
12/30/2004,83.06935896248049,83.18568218110971,82.82302437,82.88460540771484,21076900,30,3,53,12,2004
12/31/2004,83.00089760627301,83.24723209140271,82.65876696,82.70666504,28648800,31,4,53,12,2004
1/3/2005,83.17883914349011,83.31569459697256,82.04296759234546,82.31667328,55748000,3,0,1,1,2005
1/4/2005,82.42613532,82.48087749254138,81.04392946231954,81.31079102,69167600,4,1,1,1,2005
1/5/2005,81.24922578682802,81.59820068546239,80.74287363425209,80.74971771240234,65667300,5,2,1,1,2005
1/6/2005,81.04393985065941,81.52976492588678,80.92077256,81.16026306152344,47814700,6,3,1,1,2005
1/7/2005,81.40658779697752,81.58449724064627,80.83180544839409,81.04393005371094,55847700,7,4,1,1,2005
1/10/2005,80.97550130988267,81.74187605,80.97550130988267,81.42711639404297,56563300,10,0,2,1,2005
1/11/2005,81.18080282758328,81.24922794940093,80.73603170501525,80.86604309082031,63099700,11,1,2,1,2005
1/12/2005,81.01656558763922,81.31763710863727,80.41441210464085,81.13288879394531,72720500,12,2,2,1,2005
1/13/2005,81.18080133298216,81.24238759583571,80.40074347351757,80.48285675048828,55537500,13,3,2,1,2005
1/14/2005,80.72234090044887,81.10552572167857,80.57864659248773,80.90708923339844,42032500,14,4,2,1,2005
1/18/2005,80.77706069321444,81.85135088684994,80.70863038,81.74871063232422,57391700,18,1,3,1,2005
1/19/2005,81.72138107952362,81.78296213123365,80.88658090854645,80.89342498779297,54378900,19,2,3,1,2005
1/20/2005,80.66758788594619,80.87970728056624,80.25703202969731,80.40072631835938,72049300,20,3,3,1,2005
1/21/2005,80.59920222906447,80.74289658805738,79.81914415424386,79.90809631347656,63160400,21,4,3,1,2005
1/24/2005,80.12019095740139,80.29125636320727,79.62752697390204,79.75069427490234,58441900,24,0,4,1,2005
1/25/2005,79.99702606864673,80.38021089,79.86701469423765,79.97649383544922,68245000,25,1,4,1,2005
1/26/2005,80.27761501,80.46920752615007,80.08602248923415,80.21603393554688,57195100,26,2,4,1,2005
1/27/2005,80.18862290714885,80.57180775329178,80.04492858984527,80.35284423828125,55878800,27,3,4,1,2005
1/28/2005,80.39389826593886,80.43495751409844,79.79174990478542,80.35284423828125,60738900,28,4,4,1,2005
1/31/2005,80.70864880618709,80.91392936211393,80.54442749374644,80.85234832763672,52532700,31,0,5,1,2005
2/1/2005,80.91393203044419,81.48187039613639,80.81129174909594,81.36554718017578,49841200,1,1,5,2,2005
2/2/2005,81.46821359798977,81.83087154057189,81.35873442,81.61190795898438,52468900,2,2,5,2,2005
2/3/2005,81.46822067857522,81.53665104542792,81.13293380711396,81.39979553222656,48837100,3,3,5,2,2005
2/4/2005,81.42712430848897,82.40561853,81.41344137453333,82.26876831054688,50024600,4,4,5,2,2005
2/7/2005,82.28246143127238,82.46720977530302,82.08402493109016,82.15929412841797,45412000,7,0,6,2,2005
2/8/2005,82.22770246,82.55615027521067,82.15927735586655,82.25507354736328,39263500,8,1,6,2,2005
2/9/2005,82.39877481977346,82.44667291958228,81.59819006,81.63924407958984,55279400,9,2,6,2,2005
2/10/2005,81.87873472651235,82.12506406705306,81.60502907863253,81.93347168,45858600,10,3,6,2,2005
2/11/2005,81.90613053136228,82.823044,81.74190917080823,82.63829040527344,53133000,11,4,6,2,2005
2/14/2005,82.58356527,82.69988853460546,82.43987090807542,82.57672119140625,32432100,14,0,7,2,2005
2/15/2005,82.65880304817038,83.08988597512075,82.57668977710769,82.88460540771484,43852700,15,1,7,2,2005
2/16/2005,82.74774629,83.11040407,82.56983683472203,82.93933868408203,55523000,16,2,7,2,2005
2/17/2005,82.95302986,83.02145497013852,82.26192423,82.26876831054688,58124000,17,3,7,2,2005
2/18/2005,82.27563270197703,82.43985928342121,82.04298620901884,82.37827301,47723300,18,4,7,2,2005
2/22/2005,82.04297703164231,82.43300598306324,81.13975181674634,81.15343475341797,80697600,22,1,8,2,2005
2/23/2005,81.37922505401264,81.81715202,81.16710564745196,81.73503875732422,68292600,23,2,8,2,2005
2/24/2005,81.59135785540067,82.33036169187126,81.41345358478901,82.27561950683594,68563600,24,3,8,2,2005
2/25/2005,82.29612086413896,83.25408792,82.23453984054953,83.08986664,60899900,25,4,8,2,2005
2/28/2005,82.89829178583017,83.00093206733254,82.13876101,82.54247283935547,69381300,28,0,9,2,2005
3/1/2005,82.67247609068646,83.15145706331747,82.64510500360738,82.95302582,47294400,1,1,9,3,2005
3/2/2005,82.63141231,83.43199693920538,82.55614314,82.91195678710938,64226500,2,2,9,3,2005
3/3/2005,83.24726664728401,83.41148796537216,82.59037093392826,82.94618988,61230800,3,3,9,3,2005
3/4/2005,83.51412545,84.04784863482216,83.33621598624053,83.97942352294922,56168500,4,4,9,3,2005
3/7/2005,83.93155565707228,84.33526761690187,83.75364612571356,84.02050781,43442400,7,0,10,3,2005
3/8/2005,83.93837307237425,84.16418066366064,83.55518822934422,83.70572662353516,44362000,8,1,10,3,2005
3/9/2005,83.45937747900251,83.67834095408828,82.76827188993452,82.77511596679688,73263600,9,2,10,3,2005
3/10/2005,82.93251354988712,83.13779414214272,82.38510733804272,82.95988464355469,65149000,10,3,10,3,2005
3/11/2005,83.00779257761448,83.28834240553776,82.22089572866524,82.37827301,57976500,11,4,10,3,2005
3/14/2005,82.52881395357429,82.90516002191617,82.30300631256915,82.89147186279297,36336400,14,0,11,3,2005
3/15/2005,83.08305322542735,83.11042431951351,82.16614506580163,82.20719909667969,62438500,15,1,11,3,2005
3/16/2005,81.90608394,82.22084876,81.35867797184946,81.50921630859375,74874200,16,2,11,3,2005
3/17/2005,81.63924674715193,81.93347943287768,81.41344439524732,81.67346191,62584200,17,3,11,3,2005
3/18/2005,81.82252246,82.11103987288931,81.16305183,81.43096160888672,60232000,18,4,11,3,2005
3/21/2005,81.54775503,81.59584127315188,80.89515526,81.12871551513672,61244300,21,0,12,3,2005
3/22/2005,81.31420646104505,81.69889646730162,80.30438995361328,80.30438995361328,92472400,22,1,12,3,2005
3/23/2005,80.33874307947161,80.86769713701393,80.20135527,80.37309265136719,70817300,23,2,12,3,2005
3/24/2005,80.68904654085004,81.05312875183766,80.41426583261214,80.46922302246094,51932500,24,3,12,3,2005
3/28/2005,80.66157862974464,81.01879517006991,80.58601379394531,80.58601379394531,46765500,28,0,13,3,2005
3/29/2005,80.46927158732926,80.99135472396861,79.85788689404484,80.05023193359375,71160300,29,1,13,3,2005
3/30/2005,80.22192487923182,81.19739146279521,80.21505391990917,81.18365478515625,62002100,30,2,13,3,2005
3/31/2005,81.19051708,81.37599103488559,80.97069357520415,81.03251647949219,64575400,31,3,13,3,2005
4/1/2005,81.49278639282956,81.74008853832315,80.3112381,80.66844940185547,95255300,1,4,13,4,2005
4/4/2005,80.62035793259986,80.96383253004923,80.19444755,80.80583190917969,71581200,4,0,14,4,2005
4/5/2005,80.90889238348457,81.32106093906323,80.83332753684428,81.19054412841797,46853900,5,1,14,4,2005
4/6/2005,81.36916264699322,81.71263738208566,81.18368859608707,81.47220611572266,53268200,6,2,14,4,2005
4/7/2005,81.34166319317278,81.92556900736365,81.27983503536062,81.91182708740234,46734600,7,3,14,4,2005
4/8/2005,81.86374990014514,81.89122850209883,81.06002044677734,81.06002044677734,63772900,8,4,14,4,2005
4/11/2005,81.25924208,81.34854361,80.94324599634402,81.12184906,44945000,11,0,15,4,2005
4/12/2005,80.98445105037739,81.78818045857605,80.42115284450219,81.54087829589844,86144800,12,1,15,4,2005
4/13/2005,81.44473044658189,81.60960209890108,80.46239246,80.57917785644531,65949000,13,2,15,4,2005
4/14/2005,80.64785271489507,80.71654659997014,79.52812194824219,79.52812194824219,96119800,14,3,15,4,2005
4/15/2005,79.50749166856971,79.82348764274717,78.38089550289145,78.41524505615234,128677300,15,4,15,4,2005
4/18/2005,78.39464660884718,78.97168143601849,78.28473222,78.65568542480469,100035200,18,0,16,4,2005
4/19/2005,79.06788012072651,79.36326859,78.88240607650422,79.28083801269531,64930100,19,1,16,4,2005
4/20/2005,79.26021115,79.43194848543513,78.00309787,78.17483520507812,107735900,20,2,16,4,2005
4/21/2005,78.85495188951404,79.83041914626388,78.57330001,79.69303131103516,86952200,21,3,16,4,2005
4/22/2005,79.50752721800474,80.02961026316954,78.49771069629439,79.39074707,88845800,22,4,16,4,2005
4/25/2005,79.58994427800829,80.02959139946297,79.49377179775303,79.91281127929688,52284100,25,0,17,4,2005
4/26/2005,79.65864147656956,80.21506874137069,79.10221421176841,79.13655853271484,72626000,26,1,17,4,2005
4/27/2005,78.90298819569105,79.73419612683865,78.61447078,79.44567871,84131900,27,2,17,4,2005
4/28/2005,79.18463568852988,79.46628738941112,78.44960021972656,78.44960021972656,72481500,28,3,17,4,2005
4/29/2005,79.04727084458843,79.59683248599374,78.29162751841228,79.51439666748047,103993800,29,4,17,4,2005
5/2/2005,79.73421243456033,79.96777794,79.35638818812441,79.96090698242188,56026400,2,0,18,5,2005
5/3/2005,79.73419959478288,80.27001917362033,79.47316076537682,80.09828186035156,86000300,3,1,18,5,2005
5/4/2005,80.13261650853613,80.88825949810922,79.87844344543174,80.71652221679688,81055700,4,2,18,5,2005
5/5/2005,80.83329982,81.05999428282554,80.19443694418834,80.68904113769531,96906700,5,3,18,5,2005
5/6/2005,81.01190783004314,81.05312309905227,80.41426022438216,80.43486785888672,67415400,6,4,18,5,2005
5/9/2005,80.51732374396423,81.11497149886438,80.40741458549246,80.93636322021484,43750500,9,0,19,5,2005
5/10/2005,80.62036476017053,80.71653723632049,79.95402314612662,80.09828186035156,74613500,10,1,19,5,2005
5/11/2005,80.32498074667966,80.64784775177128,79.58307425510833,80.53793334960938,91647400,11,2,19,5,2005
5/12/2005,80.59291715904686,80.77839122267177,79.65179443359375,79.65179443359375,95086800,12,3,19,5,2005
5/13/2005,79.89220626880876,80.11202983677096,78.86178231129708,79.49377441,85267000,13,4,19,5,2005
5/16/2005,79.48003876788711,80.26316061814228,79.45256540560419,80.23568725585938,49207000,16,0,20,5,2005
5/17/2005,79.96776266031858,80.85392255803922,79.79602535221655,80.77149200439453,61071800,17,1,20,5,2005
5/18/2005,81.12183167642533,81.80191518447623,81.06687972144687,81.60269927978516,77944900,18,2,20,5,2005
5/19/2005,81.76070300586116,82.02861805336198,81.54087944050725,81.94618225097656,61768100,19,3,20,5,2005
5/20/2005,81.98050826,82.01485781277647,81.56833982135693,81.82938385009766,46345500,20,4,20,5,2005
5/23/2005,81.89123022338782,82.46139943364484,81.87749354262596,82.28279113769531,51047900,23,0,21,5,2005
5/24/2005,82.04923119,82.31714101315468,81.88435957290595,82.09044647216797,50654100,24,1,21,5,2005
5/25/2005,81.98742021,82.34463688212581,81.63020878682305,82.02864074707031,47608800,25,2,21,5,2005
5/26/2005,82.28966105446125,82.57817851586753,82.17288092594073,82.46826934814453,43256200,26,3,21,5,2005
5/27/2005,82.47511457898916,82.60563659667969,82.29651157068294,82.60563659667969,24596100,27,4,21,5,2005
5/31/2005,82.48889747387835,82.55072041338605,82.0217716,82.07672882080078,43377200,31,1,22,5,2005
6/1/2005,82.10415421,83.06588400264958,82.05606799,82.77736664,69611000,1,2,22,6,2005
6/2/2005,82.59194936464279,83.01098378192067,82.50264256601841,82.9560318,39704500,2,3,22,6,2005
6/3/2005,82.81175285605659,83.04531314,82.24845455368599,82.53697204589844,60999400,3,4,22,6,2005
6/6/2005,82.39959759554775,82.57133498548512,82.12482196445532,82.46142578,36046400,6,0,23,6,2005
6/7/2005,82.70183217618892,83.29260903896238,82.44079330885017,82.52322387695312,66501300,7,1,23,6,2005
6/8/2005,82.72930453116946,82.83921369400849,82.20722159491419,82.3720932,46881200,8,2,23,6,2005
6/9/2005,82.25531034443259,82.83235050020582,82.04922869244797,82.76365661621094,56653300,9,3,23,6,2005
6/10/2005,82.81862944697394,82.88045762685363,82.15915856064007,82.57132720947266,36465300,10,4,23,6,2005
6/13/2005,82.39269694260783,83.17581868943243,82.30339018345661,82.83234405517578,49383200,13,0,24,6,2005
6/14/2005,82.74305981645489,83.25827191,82.69497356421145,83.02471160888672,33857100,14,1,24,6,2005
6/15/2005,83.23076206543712,83.28571401462622,82.59189914218453,83.18267059326172,53195600,15,2,24,6,2005
6/16/2005,83.16207965687292,83.56051150428772,83.06590717522205,83.39564514160156,46564500,16,3,24,6,2005
6/17/2005,83.82879339168186,84.07709368,83.60808261,83.70464324951172,51529400,17,4,24,6,2005
6/20/2005,83.51154319,84.03572813793681,83.41498253153496,83.73225402832031,41019400,20,0,25,6,2005
6/21/2005,83.80120839257258,83.90466772697079,83.47703826713303,83.78051758,39879800,21,1,25,6,2005
6/22/2005,83.92538767635206,84.1047169,83.50465676265901,83.84951782226562,46310100,22,2,25,6,2005
6/23/2005,83.67706017,83.87018145852092,82.64937601857228,82.67006683,62185600,23,3,25,6,2005
6/24/2005,82.68383276309234,82.77349994890425,81.96652158739097,82.06308746,58572500,24,4,25,6,2005
6/27/2005,82.05620112625974,82.35968039378615,81.90446149249652,82.18035125732422,48183800,27,0,26,6,2005
6/28/2005,82.35278009,82.93214384436645,82.33208927447004,82.87007141113281,41174200,28,1,26,6,2005
6/29/2005,83.02184936149956,83.04254018212751,82.60111846819177,82.64939880371094,42316500,29,2,26,6,2005
6/30/2005,82.91836885185225,82.98733999041157,82.04241907945108,82.20105743408203,62288800,30,3,26,6,2005
7/1/2005,82.38727246640778,82.62867932243091,82.22174069663885,82.44245147705078,49737500,1,4,26,7,2005
7/5/2005,82.24933767558957,83.21494940094266,82.20795604,83.10459137,51549000,5,1,27,7,2005
7/6/2005,83.03562611813196,83.21495530065046,82.35970154597604,82.40798187,52363600,6,2,27,7,2005
7/7/2005,81.58720397266983,82.73213958740234,81.56651315766871,82.73213958740234,103268800,7,3,27,7,2005
7/8/2005,82.74593945022264,83.67706298828125,82.57350897050213,83.67706298828125,64491200,8,4,27,7,2005
7/11/2005,83.68394459,84.21502804112546,83.67014720504788,84.10467529296875,49688300,11,0,28,7,2005
7/12/2005,84.13915822050348,84.58057973742808,83.89775665064775,84.32538604736328,51871100,12,1,28,7,2005
7/13/2005,84.33228419542775,84.50471464956772,84.13916292873655,84.44264221191406,41182300,13,2,28,7,2005
7/14/2005,84.82200011,85.13927155,84.4840326,84.77371978759766,63638800,14,3,28,7,2005
7/15/2005,84.69093516027134,84.86336559949443,84.39435459432124,84.72541809082031,56075900,15,4,28,7,2005
7/18/2005,84.49091048203994,84.58057241103135,84.18053781370425,84.38745117,56598400,18,0,29,7,2005
7/19/2005,84.63577438003412,84.91166419462577,84.42886097,84.84958649,59165700,19,1,29,7,2005
7/20/2005,84.55300676157847,85.33929458333276,84.35299203757425,85.13927459716797,69477000,20,2,29,7,2005
7/21/2005,85.21510937519385,85.25649098904674,84.47020875289131,84.64263916015625,101110900,21,3,29,7,2005
7/22/2005,84.75305569754526,85.22206696892458,84.58062516045233,85.20827484,52607100,22,4,29,7,2005
7/25/2005,85.11858231150302,85.49102750726853,84.73233446874987,84.96684265136719,57301600,25,0,30,7,2005
7/26/2005,84.99440218,85.20131552246926,84.80127569813808,85.07026672363281,42758800,26,1,30,7,2005
7/27/2005,85.18064867171559,85.44963977286397,84.87027594336286,85.38066864013672,43181600,27,2,30,7,2005
7/28/2005,85.49793221480218,85.96694335087314,85.27722140148413,85.91866302490234,47880700,28,3,30,7,2005
7/29/2005,85.80829376401276,85.96002814351232,85.18064438481423,85.34617614746094,62358100,29,4,30,7,2005
8/1/2005,85.40829937362429,85.55314040091667,85.14620158,85.28414916992188,40418200,1,0,31,8,2005
8/2/2005,85.43582641180063,85.93932029148495,85.34615922560239,85.79447937011719,45147400,2,1,31,8,2005
8/3/2005,85.69793227321942,86.03589447638517,85.60827033503739,86.02210235595703,36837200,3,2,31,8,2005
8/4/2005,85.68415711633155,85.73933087112692,85.22893811968505,85.33239746,50855600,4,3,31,8,2005
8/5/2005,85.14616249448372,85.51171950471577,84.60818027942254,84.75302124023438,53595500,5,4,31,8,2005
8/8/2005,84.93925947467092,85.11858865566657,84.40817062461174,84.59439849853516,47616000,8,0,32,8,2005
8/9/2005,84.87717262183625,85.24272438,84.74612904328674,85.10478210449219,47170000,9,1,32,8,2005
8/10/2005,85.40140081307598,85.87041211,84.71167862745521,85.06343841552734,72863700,10,2,32,8,2005
8/11/2005,85.02203322091704,85.54622344265977,84.84270927997893,85.40138244628906,58570200,11,3,32,8,2005
8/12/2005,85.22894934,85.31171787425328,84.66337749508361,84.87718963623047,54776900,12,4,32,8,2005
8/15/2005,84.98755027634965,85.43587065301799,84.71855910278097,85.40138244628906,36208500,15,0,33,8,2005
8/16/2005,85.13926902603082,85.19444277620066,84.20814029498143,84.29090881347656,71942100,16,1,33,8,2005
8/17/2005,84.27711841,84.74612950081185,84.16676038384709,84.28401184082031,62275100,17,2,33,8,2005
8/18/2005,84.18058471236816,84.53233919587554,84.03573844014508,84.27714538574219,53388600,18,3,33,8,2005
8/19/2005,84.58055993667269,84.71160872769782,84.28397943109256,84.47020721435547,39842100,19,4,33,8,2005
8/22/2005,84.54607701314282,84.99439711629766,84.06326872,84.47020721435547,69912000,22,0,34,8,2005
8/23/2005,84.49091359941471,84.56678341219101,83.55979029789384,84.31158447265625,55168600,23,1,34,8,2005
8/24/2005,84.10470309873968,84.64958411495982,83.51843518388827,83.55982208251953,79104600,24,2,34,8,2005
8/25/2005,83.69774947144174,83.91846026357287,83.60118882876938,83.86328125,35631100,25,3,34,8,2005
8/26/2005,83.78743321534598,83.79432664678241,83.23565349507152,83.29083251953125,61956800,26,4,34,8,2005
8/29/2005,83.04942297650128,83.99433868535155,83.02872689767372,83.93226623535156,56179200,29,0,35,8,2005
8/30/2005,83.62879465464653,83.66328286,83.03563329839118,83.49085235595703,74160200,30,1,35,8,2005
8/31/2005,83.58739903716743,84.60129107565834,83.27702102378585,84.54611206054688,102945200,31,2,35,8,2005
9/1/2005,84.50470723,84.93923530325043,83.5528931,84.48401641845703,74578700,1,3,35,9,2005
9/2/2005,84.73232293096696,84.75301374322979,84.17364995123128,84.33228302001953,47653400,2,4,35,9,2005
9/6/2005,84.60129731491746,85.38757992068152,84.59439862197964,85.31860352,57251300,6,1,36,9,2005
9/7/2005,85.27029055999112,85.61515140466624,85.15303913571972,85.46341705322266,41749700,7,2,36,9,2005
9/8/2005,85.29102210453165,85.52552505060729,85.04961520312769,85.18066406,39068700,8,3,36,9,2005
9/9/2005,85.40824760982512,86.03589168102611,85.38755679877535,85.93933105,43093900,9,4,36,9,2005
9/12/2005,85.83586259636633,85.98760221,85.71171248,85.76689147949219,33017600,12,0,37,9,2005
9/13/2005,85.61519582576186,85.81521585091207,85.19446495599102,85.29103088378906,58427500,13,1,37,9,2005
9/14/2005,85.34616538339321,85.47031550526009,84.84956489592572,84.98061371,57694600,14,2,37,9,2005
9/15/2005,85.24273648128326,85.28412337810953,84.76683189615031,84.93926239013672,73156900,15,3,37,9,2005
9/16/2005,85.40471395375471,85.70947981045322,85.10687087058666,85.54324340820312,75424100,16,4,37,9,2005
9/19/2005,85.52248313348294,85.57789704114778,84.94757573172264,85.25926971435547,53355300,19,0,38,9,2005
9/20/2005,85.33544697151751,85.61943923314689,84.41421602606647,84.53889465332031,84480300,20,1,38,9,2005
9/21/2005,84.35881998553714,84.41423389483776,83.65923391316024,83.74928283691406,94469100,21,2,38,9,2005
9/22/2005,83.77696012890883,84.26875182514478,83.42370845017219,84.04709625,84597200,22,3,38,9,2005
9/23/2005,83.97785926427419,84.42808804704897,83.74235806733562,84.11639404296875,59368100,23,4,38,9,2005
9/26/2005,84.51809896,84.67048451111614,83.86700424412204,84.21333312988281,70415400,26,0,39,9,2005
9/27/2005,84.17177411539977,84.49732412919039,83.82544521299438,84.19255828857422,66150800,27,1,39,9,2005
9/28/2005,84.45580364802753,84.58741038,83.95016090201527,84.27571105957031,58620500,28,2,39,9,2005
9/29/2005,84.19256748179777,85.09994761412018,83.86701743245942,84.96141815185547,66607700,29,3,39,9,2005
9/30/2005,84.93369439109038,85.22460938,84.32415219483116,85.22460938,47824200,30,4,39,9,2005
10/3/2005,85.16923342006002,85.43244157731694,84.81597633394455,84.91987609863281,50994800,3,0,40,10,2005
10/4/2005,85.05146964881119,85.21770607583277,83.92243910159182,83.96399688720703,60776300,4,1,40,10,2005
10/5/2005,83.98476324,84.02632102423748,82.82109786023595,82.86265563964844,106052100,5,2,40,10,2005
10/6/2005,82.96654685207662,83.29902490691083,81.85136742,82.56480407714844,140941800,6,3,40,10,2005
10/7/2005,82.91112205490676,83.15355647018158,82.51630738929515,82.84878540039062,75661400,7,4,40,10,2005
10/10/2005,82.89729510466061,82.91807399548458,81.94142913,82.14922332763672,52677000,10,0,41,10,2005
10/11/2005,82.41938096261414,82.69644524313279,81.95530133136833,82.03149414,75629800,11,1,41,10,2005
10/12/2005,82.00376365687698,82.51632899381418,81.32496191314719,81.38729858398438,100510400,12,2,41,10,2005
10/13/2005,81.35959267228215,81.78904245357606,80.95784984,81.33881378173828,99052900,13,3,41,10,2005
10/14/2005,81.81675707,82.29468744727224,81.42886502977443,82.19771575927734,88651000,14,4,41,10,2005
10/17/2005,82.28774969443278,82.61329443,82.04531523401387,82.50247192382812,68109300,17,0,42,10,2005
10/18/2005,82.38472644909207,82.39857728089895,81.59509692209936,81.60894775390625,74996900,18,1,42,10,2005
10/19/2005,81.38730123637212,82.98041648078053,81.12409314332598,82.96656036376953,116563800,19,2,42,10,2005
10/20/2005,82.76568777683615,82.98733808484518,81.24877062825185,81.50505065917969,131966700,20,3,42,10,2005
10/21/2005,81.93450486525468,82.27390576171473,81.39423254060713,81.82367706298828,96579500,21,4,42,10,2005
10/24/2005,82.03837212971135,83.181253,82.01759324615288,83.09120941,71308400,24,0,43,10,2005
10/25/2005,82.92499542236328,83.28517516514856,82.38472316590547,82.92499542236328,76594500,25,1,43,10,2005
10/26/2005,82.77956600468721,83.49300296,82.55791563747371,82.6825943,80855800,26,2,43,10,2005
10/27/2005,82.5647864,82.68254221371382,81.68511354729928,81.80286407470703,66623100,27,3,43,10,2005
10/28/2005,82.03146461312515,83.08430215864968,81.80288626763269,82.98040771484375,72322000,28,4,43,10,2005
10/31/2005,83.31983508460199,84.01942117476185,83.20900726,83.20900726,77698900,31,0,44,10,2005
11/1/2005,83.52067782571437,83.74232810776685,83.2713206,83.45833587646484,66365100,1,1,44,11,2005
11/2/2005,83.23668463802389,84.33108520507812,83.20897769251575,84.33108520507812,74012300,2,2,44,11,2005
11/3/2005,84.60817623073571,84.96143329239115,84.33111197227186,84.69129180908203,84897600,3,3,44,11,2005
11/4/2005,84.78130044,84.82285820637244,84.19254247039004,84.58042907714844,59156000,4,4,44,11,2005
11/7/2005,84.76053826016003,84.93370271296243,84.40035324,84.66356658935547,46765400,7,0,45,11,2005
11/8/2005,84.45576713,84.79516797998468,84.35879546136414,84.66356658935547,42152800,8,1,45,11,2005
11/9/2005,84.55965371848364,85.16226253846018,84.40726817817176,84.77437591552734,57666800,9,2,45,11,2005
11/10/2005,84.73974582,85.55708217,84.33108029,85.43240356445312,79048100,10,3,45,11,2005
11/11/2005,85.43934301675434,85.77874387672973,84.80209907590584,85.72333526611328,34867000,11,4,45,11,2005
11/14/2005,85.74411519139436,85.90342353625087,85.46012293860498,85.67485046386719,45092200,14,0,46,11,2005
11/15/2005,85.57787907627745,85.95190966309433,85.09994347098036,85.36315155029297,69592500,15,1,46,11,2005
11/16/2005,85.45322322451506,85.57790188153237,85.18308702,85.53633880615234,51133000,16,2,46,11,2005
11/17/2005,85.66793474990382,86.33981380130649,85.29389882588913,86.33288574,55717500,17,3,46,11,2005
11/18/2005,86.62378589215433,86.77617145916405,86.11814863932372,86.67227172851562,72437200,18,4,46,11,2005
11/21/2005,86.68612091593553,87.2125423,86.56837036,87.10864258,50021200,21,0,47,11,2005
11/22/2005,86.9701107,87.63506154967801,86.87313903512002,87.48268127441406,66438800,22,1,47,11,2005
11/23/2005,87.44804715906402,88.25153274281712,87.42034021294567,87.98831939697266,50854700,23,2,47,11,2005
11/25/2005,87.95372270624115,88.11995916081692,87.83596681987844,88.05761719,15270000,25,4,47,11,2005
11/28/2005,88.14070510338968,88.15455593419183,87.30258979902916,87.43419647216797,54498500,28,0,48,11,2005
11/29/2005,87.72512652533116,87.95370490696622,87.33723449707031,87.33723449707031,51738900,29,1,48,11,2005
11/30/2005,87.38573494992596,87.63508697,86.78312059346048,86.86624145507812,56007200,30,2,48,11,2005
12/1/2005,87.28873810989735,87.98832400347236,87.26103644688835,87.75282287597656,65468200,1,3,48,12,2005
12/2/2005,87.80821069,88.02293816240451,87.62119544464093,87.86362457,46699400,2,4,48,12,2005
